0
"AL021861,            UNNAMED,     18,"
"AL031861,            UNNAMED,     24,"
"AL041861,            UNNAMED,      1,"
"AL051861,            UNNAMED,      7,"
"AL061861,            UNNAMED,     16,"
"AL071861,            UNNAMED,      1,"
"AL081861,            UNNAMED,     15,"
"AL011862,            UNNAMED,     12,"
"AL021862,            UNNAMED,     13,"
"AL031862,            UNNAMED,     34,"
"AL041862,            UNNAMED,      1,"
"AL051862,            UNNAMED,     14,"
"AL061862,            UNNAMED,     14,"
"AL011863,            UNNAMED,      8,"
"AL021863,            UNNAMED,      8,"
"AL031863,            UNNAMED,     18,"
"AL041863,            UNNAMED,      8,"
"AL051863,            UNNAMED,     32,"
"AL061863,            UNNAMED,     15,"
"AL071863,            UNNAMED,      6,"
"AL081863,            UNNAMED,      4,"
"AL091863,            UNNAMED,     12,"
"AL011864,            UNNAMED,     12,"
"AL021864,            UNNAMED,      1,"
"AL031864,            UNNAMED,     26,"
"AL041864,            UNNAMED,     16,"
"AL051864,            UNNAMED,     12,"
"AL011865,            UNNAMED,      1,"
"AL021865,            UNNAMED,      1,"
"AL031865,            UNNAMED,     20,"
"AL041865,            UNNAMED,     37,"
"AL051865,            UNNAMED,      1,"
"AL061865,            UNNAMED,      1,"
"AL071865,            UNNAMED,     34,"
"AL011866,            UNNAMED,     19,"
"AL021866,            UNNAMED,     22,"
"AL031866,            UNNAMED,     14,"
"AL041866,            UNNAMED,      1,"
"AL051866,            UNNAMED,     12,"
"AL061866,            UNNAMED,     48,"
"AL071866,            UNNAMED,      7,"
"AL011867,            UNNAMED,     11,"
"AL021867,            UNNAMED,     28,"
"AL031867,            UNNAMED,      1,"
"AL041867,            UNNAMED,     16,"
"AL051867,            UNNAMED,      1,"
"AL061867,            UNNAMED,     10,"
"AL071867,            UNNAMED,     34,"
"AL081867,            UNNAMED,      1,"
"AL091867,            UNNAMED,     17,"
"AL011868,            UNNAMED,     18,"
"AL021868,            UNNAMED,     29,"
"AL031868,            UNNAMED,     12,"
"AL041868,            UNNAMED,     12,"
"AL011869,            UNNAMED,      4,"
"AL021869,            UNNAMED,      9,"
"AL031869,            UNNAMED,      4,"
"AL041869,            UNNAMED,      8,"
"AL051869,            UNNAMED,      9,"
"AL061869,            UNNAMED,     12,"
"AL071869,            UNNAMED,     32,"
"AL081869,            UNNAMED,      1,"
"AL091869,            UNNAMED,      1,"
"AL101869,            UNNAMED,     10,"
"AL011870,            UNNAMED,      1,"
"AL021870,            UNNAMED,     24,"
"AL031870,            UNNAMED,     16,"
"AL041870,            UNNAMED,     20,"
"AL051870,            UNNAMED,     16,"
"AL061870,            UNNAMED,     40,"
"AL071870,            UNNAMED,      1,"
"AL081870,            UNNAMED,      6,"
"AL091870,            UNNAMED,     18,"
"AL101870,            UNNAMED,      1,"
"AL111870,            UNNAMED,     20,"
"AL011871,            UNNAMED,     21,"
"AL021871,            UNNAMED,     13,"
"AL031871,            UNNAMED,     41,"
"AL041871,            UNNAMED,     57,"
"AL051871,            UNNAMED,     16,"
"AL061871,            UNNAMED,     17,"
"AL071871,            UNNAMED,     33,"
"AL081871,            UNNAMED,     14,"
"AL011872,            UNNAMED,     22,"
"AL021872,            UNNAMED,     56,"
"AL031872,            UNNAMED,     48,"
"AL041872,            UNNAMED,     28,"
"AL051872,            UNNAMED,     28,"
"AL011873,            UNNAMED,      8,"
"AL021873,            UNNAMED,     64,"
"AL031873,            UNNAMED,     13,"
"AL041873,            UNNAMED,     13,"
"AL051873,            UNNAMED,     59,"
"AL011874,            UNNAMED,     15,"
"AL021874,            UNNAMED,     20,"
"AL031874,            UNNAMED,     42,"
"AL041874,            UNNAMED,     24,"
"AL051874,            UNNAMED,     16,"
"AL061874,            UNNAMED,     27,"
"AL071874,            UNNAMED,     20,"
"AL011875,            UNNAMED,     16,"
"AL021875,            UNNAMED,     40,"
"AL031875,            UNNAMED,     45,"
"AL041875,            UNNAMED,     18,"
"AL051875,            UNNAMED,     16,"
"AL061875,            UNNAMED,     20,"
"AL011876,            UNNAMED,     12,"
"AL021876,            UNNAMED,     33,"
"AL031876,            UNNAMED,     12,"
"AL041876,            UNNAMED,     26,"
"AL051876,            UNNAMED,     49,"
"AL011877,            UNNAMED,     18,"
"AL021877,            UNNAMED,     34,"
"AL031877,            UNNAMED,     28,"
"AL041877,            UNNAMED,     61,"
"AL051877,            UNNAMED,     24,"
"AL061877,            UNNAMED,     24,"
"AL071877,            UNNAMED,     19,"
"AL081877,            UNNAMED,     12,"
"AL011878,            UNNAMED,     13,"
"AL021878,            UNNAMED,     45,"
"AL031878,            UNNAMED,     12,"
"AL041878,            UNNAMED,     24,"
"AL051878,            UNNAMED,     55,"
"AL061878,            UNNAMED,     28,"
"AL071878,            UNNAMED,     60,"
"AL081878,            UNNAMED,     29,"
"AL091878,            UNNAMED,     32,"
"AL101878,            UNNAMED,     28,"
"AL111878,            UNNAMED,     33,"
"AL121878,            UNNAMED,     32,"
"AL011879,            UNNAMED,     16,"
"AL021879,            UNNAMED,     32,"
"AL031879,            UNNAMED,     25,"
"AL041879,            UNNAMED,     21,"
"AL051879,            UNNAMED,     21,"
"AL061879,            UNNAMED,     33,"
"AL071879,            UNNAMED,     25,"
"AL081879,            UNNAMED,     16,"
"AL011880,            UNNAMED,     19,"
"AL021880,            UNNAMED,     45,"
"AL031880,            UNNAMED,     24,"
"AL041880,            UNNAMED,     37,"
"AL051880,            UNNAMED,     40,"
"AL061880,            UNNAMED,     26,"
"AL071880,            UNNAMED,     12,"
"AL081880,            UNNAMED,     32,"
"AL091880,            UNNAMED,     25,"
"AL101880,            UNNAMED,     28,"
"AL111880,            UNNAMED,     20,"
"AL011881,            UNNAMED,     15,"
"AL031881,            UNNAMED,     32,"
"AL021881,            UNNAMED,     15,"
"AL041881,            UNNAMED,     24,"
"AL051881,            UNNAMED,     37,"
"AL061881,            UNNAMED,     21,"
"AL071881,            UNNAMED,     28,"
"AL011882,            UNNAMED,      5,"
"AL021882,            UNNAMED,     47,"
"AL031882,            UNNAMED,     10,"
"AL041882,            UNNAMED,     16,"
"AL051882,            UNNAMED,     20,"
"AL061882,            UNNAMED,     45,"
"AL011883,            UNNAMED,     44,"
"AL021883,            UNNAMED,     40,"
"AL031883,            UNNAMED,     39,"
"AL041883,            UNNAMED,     28,"
"AL011884,            UNNAMED,     24,"
"AL021884,            UNNAMED,     56,"
"AL031884,            UNNAMED,     45,"
"AL041884,            UNNAMED,     44,"
"AL011885,            UNNAMED,     36,"
"AL021885,            UNNAMED,     32,"
"AL031885,            UNNAMED,     13,"
"AL041885,            UNNAMED,     29,"
"AL051885,            UNNAMED,     16,"
"AL061885,            UNNAMED,     37,"
"AL071885,            UNNAMED,     16,"
"AL081885,            UNNAMED,     17,"
"AL011886,            UNNAMED,     12,"
"AL021886,            UNNAMED,     33,"
"AL031886,            UNNAMED,     23,"
"AL041886,            UNNAMED,     44,"
"AL051886,            UNNAMED,     40,"
"AL061886,            UNNAMED,     52,"
"AL071886,            UNNAMED,     22,"
"AL081886,            UNNAMED,     36,"
"AL091886,            UNNAMED,     36,"
"AL101886,            UNNAMED,     25,"
"AL111886,            UNNAMED,     24,"
"AL121886,            UNNAMED,     21,"
"AL011887,            UNNAMED,     22,"
"AL021887,            UNNAMED,     20,"
"AL031887,            UNNAMED,     15,"
"AL041887,            UNNAMED,     37,"
"AL051887,            UNNAMED,     36,"
"AL061887,            UNNAMED,     38,"
"AL071887,            UNNAMED,     39,"
"AL081887,            UNNAMED,     23,"
"AL091887,            UNNAMED,     47,"
"AL101887,            UNNAMED,     17,"
"AL111887,            UNNAMED,     11,"
"AL121887,            UNNAMED,      8,"
"AL131887,            UNNAMED,     53,"
"AL141887,            UNNAMED,     11,"
"AL151887,            UNNAMED,     18,"
"AL161887,            UNNAMED,     35,"
"AL171887,            UNNAMED,     30,"
"AL181887,            UNNAMED,     26,"
"AL191887,            UNNAMED,     23,"
"AL011888,            UNNAMED,     12,"
"AL021888,            UNNAMED,     10,"
"AL031888,            UNNAMED,     44,"
"AL041888,            UNNAMED,     34,"
"AL051888,            UNNAMED,     28,"
"AL061888,            UNNAMED,     18,"
"AL071888,            UNNAMED,     20,"
"AL081888,            UNNAMED,     31,"
"AL091888,            UNNAMED,     64,"
"AL011889,            UNNAMED,     24,"
"AL021889,            UNNAMED,     25,"
"AL031889,            UNNAMED,     39,"
"AL041889,            UNNAMED,     48,"
"AL051889,            UNNAMED,     40,"
"AL061889,            UNNAMED,     61,"
"AL071889,            UNNAMED,     31,"
"AL081889,            UNNAMED,     29,"
"AL091889,            UNNAMED,     27,"
"AL011890,            UNNAMED,     10,"
"AL021890,            UNNAMED,     41,"
"AL031890,            UNNAMED,     33,"
"AL041890,            UNNAMED,      6,"
"AL011891,            UNNAMED,     22,"
"AL021891,            UNNAMED,     51,"
"AL031891,            UNNAMED,     31,"
"AL041891,            UNNAMED,     34,"
"AL051891,            UNNAMED,     44,"
"AL061891,            UNNAMED,     39,"
"AL071891,            UNNAMED,     25,"
"AL081891,            UNNAMED,     35,"
"AL091891,            UNNAMED,     34,"
"AL101891,            UNNAMED,     13,"
"AL011892,            UNNAMED,     33,"
"AL021892,            UNNAMED,     40,"
"AL031892,            UNNAMED,     58,"
"AL041892,            UNNAMED,     37,"
"AL051892,            UNNAMED,     48,"
"AL061892,            UNNAMED,     11,"
"AL071892,            UNNAMED,     45,"
"AL081892,            UNNAMED,     30,"
"AL091892,            UNNAMED,     35,"
"AL011893,            UNNAMED,     36,"
"AL021893,            UNNAMED,     14,"
"AL031893,            UNNAMED,     50,"
"AL041893,            UNNAMED,     47,"
"AL051893,            UNNAMED,     16,"
"AL061893,            UNNAMED,     75,"
"AL071893,            UNNAMED,     39,"
"AL081893,            UNNAMED,     24,"
"AL091893,            UNNAMED,     84,"
"AL101893,            UNNAMED,     35,"
"AL111893,            UNNAMED,     16,"
"AL121893,            UNNAMED,     32,"
"AL011894,            UNNAMED,     16,"
"AL021894,            UNNAMED,     19,"
"AL031894,            UNNAMED,     44,"
"AL041894,            UNNAMED,     57,"
"AL051894,            UNNAMED,     49,"
"AL061894,            UNNAMED,     40,"
"AL071894,            UNNAMED,     42,"
"AL011895,            UNNAMED,     17,"
"AL021895,            UNNAMED,     36,"
"AL031895,            UNNAMED,     39,"
"AL041895,            UNNAMED,     24,"
"AL051895,            UNNAMED,     59,"
"AL061895,            UNNAMED,     17,"
"AL011896,            UNNAMED,     34,"
"AL021896,            UNNAMED,     52,"
"AL031896,            UNNAMED,     43,"
"AL041896,            UNNAMED,     35,"
"AL051896,            UNNAMED,     40,"
"AL061896,            UNNAMED,     59,"
"AL071896,            UNNAMED,     12,"
"AL011897,            UNNAMED,     43,"
"AL021897,            UNNAMED,     16,"
"AL031897,            UNNAMED,     25,"
"AL041897,            UNNAMED,     20,"
"AL051897,            UNNAMED,     54,"
"AL061897,            UNNAMED,     36,"
"AL011898,            UNNAMED,     10,"
"AL021898,            UNNAMED,     12,"
"AL031898,            UNNAMED,     12,"
"AL041898,            UNNAMED,     61,"
"AL051898,            UNNAMED,     43,"
"AL061898,            UNNAMED,     35,"
"AL071898,            UNNAMED,     49,"
"AL081898,            UNNAMED,     13,"
"AL091898,            UNNAMED,     51,"
"AL101898,            UNNAMED,     12,"
"AL111898,            UNNAMED,     35,"
"AL011899,            UNNAMED,      7,"
"AL021899,            UNNAMED,     24,"
"AL031899,            UNNAMED,    133,"
"AL041899,            UNNAMED,     43,"
"AL051899,            UNNAMED,     52,"
"AL061899,            UNNAMED,     26,"
"AL071899,            UNNAMED,     17,"
"AL081899,            UNNAMED,     14,"
"AL091899,            UNNAMED,     41,"
"AL101899,            UNNAMED,     16,"
"AL011900,            UNNAMED,     81,"
"AL021900,            UNNAMED,     50,"
"AL031900,            UNNAMED,     62,"
"AL041900,            UNNAMED,     21,"
"AL051900,            UNNAMED,     42,"
"AL061900,            UNNAMED,     24,"
"AL071900,            UNNAMED,     24,"
"AL011901,            UNNAMED,     21,"
"AL021901,            UNNAMED,     39,"
"AL031901,            UNNAMED,     42,"
"AL041901,            UNNAMED,     71,"
"AL051901,            UNNAMED,     18,"
"AL061901,            UNNAMED,     22,"
"AL071901,            UNNAMED,     55,"
"AL081901,            UNNAMED,     44,"
"AL091901,            UNNAMED,     24,"
"AL101901,            UNNAMED,     48,"
"AL111901,            UNNAMED,     39,"
"AL121901,            UNNAMED,     16,"
"AL131901,            UNNAMED,     30,"
"AL011902,            UNNAMED,     23,"
"AL021902,            UNNAMED,     37,"
"AL031902,            UNNAMED,     39,"
"AL041902,            UNNAMED,     44,"
"AL051902,            UNNAMED,     24,"
"AL011903,            UNNAMED,     24,"
"AL021903,            UNNAMED,     43,"
"AL031903,            UNNAMED,     33,"
"AL041903,            UNNAMED,     25,"
"AL051903,            UNNAMED,     32,"
"AL061903,            UNNAMED,     19,"
"AL071903,            UNNAMED,     40,"
"AL081903,            UNNAMED,     24,"
"AL091903,            UNNAMED,     27,"
"AL101903,            UNNAMED,     35,"
"AL011904,            UNNAMED,     18,"
"AL021904,            UNNAMED,     33,"
"AL031904,            UNNAMED,     28,"
"AL041904,            UNNAMED,     41,"
"AL051904,            UNNAMED,     27,"
"AL061904,            UNNAMED,     26,"
"AL011905,            UNNAMED,     10,"
"AL021905,            UNNAMED,     22,"
"AL031905,            UNNAMED,     28,"
"AL041905,            UNNAMED,     51,"
"AL051905,            UNNAMED,     28,"
"AL011906,            UNNAMED,     27,"
"AL021906,            UNNAMED,     41,"
"AL031906,            UNNAMED,     15,"
"AL041906,            UNNAMED,     74,"
"AL051906,            UNNAMED,     63,"
"AL061906,            UNNAMED,     45,"
"AL071906,            UNNAMED,     44,"
"AL081906,            UNNAMED,     65,"
"AL091906,            UNNAMED,     15,"
"AL101906,            UNNAMED,     23,"
"AL111906,            UNNAMED,     22,"
"AL011907,            UNNAMED,     27,"
"AL021907,            UNNAMED,     23,"
"AL031907,            UNNAMED,     13,"
"AL041907,            UNNAMED,     12,"
"AL051907,            UNNAMED,     28,"
"AL011908,            UNNAMED,     14,"
"AL021908,            UNNAMED,     32,"
"AL031908,            UNNAMED,     43,"
"AL041908,            UNNAMED,     25,"
"AL051908,            UNNAMED,     15,"
"AL061908,            UNNAMED,     50,"
"AL071908,            UNNAMED,     10,"
"AL081908,            UNNAMED,     66,"
"AL091908,            UNNAMED,     20,"
"AL101908,            UNNAMED,     18,"
"AL011909,            UNNAMED,     20,"
"AL021909,            UNNAMED,     22,"
"AL031909,            UNNAMED,     36,"
"AL041909,            UNNAMED,     38,"
"AL051909,            UNNAMED,     20,"
"AL061909,            UNNAMED,     34,"
"AL071909,            UNNAMED,     14,"
"AL081909,            UNNAMED,     17,"
"AL091909,            UNNAMED,     35,"
"AL101909,            UNNAMED,     21,"
"AL111909,            UNNAMED,     30,"
"AL121909,            UNNAMED,     26,"
"AL011910,            UNNAMED,     27,"
"AL021910,            UNNAMED,     22,"
"AL031910,            UNNAMED,     44,"
"AL041910,            UNNAMED,     23,"
"AL051910,            UNNAMED,     59,"
"AL011911,            UNNAMED,     31,"
"AL021911,            UNNAMED,     26,"
"AL031911,            UNNAMED,     35,"
"AL041911,            UNNAMED,     38,"
"AL051911,            UNNAMED,     22,"
"AL061911,            UNNAMED,     25,"
"AL011912,            UNNAMED,     42,"
"AL021912,            UNNAMED,     22,"
"AL031912,            UNNAMED,     20,"
"AL041912,            UNNAMED,     21,"
"AL051912,            UNNAMED,     30,"
"AL061912,            UNNAMED,     27,"
"AL071912,            UNNAMED,     43,"
"AL011913,            UNNAMED,     33,"
"AL021913,            UNNAMED,     10,"
"AL031913,            UNNAMED,     70,"
"AL041913,            UNNAMED,     22,"
"AL051913,            UNNAMED,     36,"
"AL061913,            UNNAMED,     10,"
"AL011914,            UNNAMED,     19,"
"AL011915,            UNNAMED,     22,"
"AL021915,            UNNAMED,     75,"
"AL031915,            UNNAMED,     59,"
"AL041915,            UNNAMED,     27,"
"AL051915,            UNNAMED,     16,"
"AL061915,            UNNAMED,     42,"
"AL011916,            UNNAMED,     19,"
"AL021916,            UNNAMED,     51,"
"AL031916,            UNNAMED,     52,"
"AL041916,            UNNAMED,     20,"
"AL051916,            UNNAMED,     10,"
"AL061916,            UNNAMED,     33,"
"AL071916,            UNNAMED,     22,"
"AL081916,            UNNAMED,     26,"
"AL091916,            UNNAMED,     11,"
"AL101916,            UNNAMED,     35,"
"AL111916,            UNNAMED,     31,"
"AL121916,            UNNAMED,     13,"
"AL131916,            UNNAMED,     36,"
"AL141916,            UNNAMED,     43,"
"AL151916,            UNNAMED,     22,"
"AL011917,            UNNAMED,     33,"
"AL021917,            UNNAMED,     24,"
"AL031917,            UNNAMED,     35,"
"AL041917,            UNNAMED,     43,"
"AL011918,            UNNAMED,     28,"
"AL021918,            UNNAMED,     18,"
"AL031918,            UNNAMED,     15,"
"AL041918,            UNNAMED,     23,"
"AL051918,            UNNAMED,     27,"
"AL061918,            UNNAMED,     23,"
"AL011919,            UNNAMED,     16,"
"AL031919,            UNNAMED,     13,"
"AL021919,            UNNAMED,     59,"
"AL041919,            UNNAMED,     14,"
"AL051919,            UNNAMED,     24,"
"AL011920,            UNNAMED,     38,"
"AL021920,            UNNAMED,     30,"
"AL031920,            UNNAMED,     20,"
"AL041920,            UNNAMED,     18,"
"AL051920,            UNNAMED,     24,"
"AL011921,            UNNAMED,     43,"
"AL021921,            UNNAMED,     16,"
"AL031921,            UNNAMED,     48,"
"AL041921,            UNNAMED,     28,"
"AL051921,            UNNAMED,     36,"
"AL061921,            UNNAMED,     43,"
"AL071921,            UNNAMED,     28,"
"AL011922,            UNNAMED,     18,"
"AL021922,            UNNAMED,     62,"
"AL031922,            UNNAMED,     29,"
"AL041922,            UNNAMED,     46,"
"AL051922,            UNNAMED,     24,"
"AL011923,            UNNAMED,     28,"
"AL021923,            UNNAMED,     39,"
"AL031923,            UNNAMED,     17,"
"AL041923,            UNNAMED,     21,"
"AL051923,            UNNAMED,     41,"
"AL061923,            UNNAMED,     22,"
"AL071923,            UNNAMED,     21,"
"AL081923,            UNNAMED,     23,"
"AL091923,            UNNAMED,     12,"
"AL011924,            UNNAMED,     14,"
"AL021924,            UNNAMED,     11,"
"AL031924,            UNNAMED,     50,"
"AL041924,            UNNAMED,     48,"
"AL051924,            UNNAMED,     29,"
"AL061924,            UNNAMED,     12,"
"AL071924,            UNNAMED,     48,"
"AL081924,            UNNAMED,     18,"
"AL091924,            UNNAMED,     16,"
"AL101924,            UNNAMED,     40,"
"AL111924,            UNNAMED,     38,"
"AL011925,            UNNAMED,     14,"
"AL021925,            UNNAMED,     11,"
"AL031925,            UNNAMED,      8,"
"AL041925,            UNNAMED,     36,"
"AL011926,            UNNAMED,     47,"
"AL021926,            UNNAMED,     42,"
"AL031926,            UNNAMED,     31,"
"AL041926,            UNNAMED,     95,"
"AL051926,            UNNAMED,     19,"
"AL061926,            UNNAMED,     27,"
"AL071926,            UNNAMED,     46,"
"AL081926,            UNNAMED,     42,"
"AL091926,            UNNAMED,     11,"
"AL101926,            UNNAMED,     57,"
"AL111926,            UNNAMED,     18,"
"AL011927,            UNNAMED,     45,"
"AL021927,            UNNAMED,     39,"
"AL031927,            UNNAMED,     28,"
"AL041927,            UNNAMED,     36,"
"AL051927,            UNNAMED,     17,"
"AL061927,            UNNAMED,     14,"
"AL071927,            UNNAMED,     20,"
"AL081927,            UNNAMED,     12,"
"AL011928,            UNNAMED,     46,"
"AL021928,            UNNAMED,     42,"
"AL031928,            UNNAMED,     29,"
"AL041928,            UNNAMED,     62,"
"AL051928,            UNNAMED,     20,"
"AL061928,            UNNAMED,     22,"
"AL011929,            UNNAMED,     15,"
"AL021929,            UNNAMED,     67,"
"AL031929,            UNNAMED,     20,"
"AL041929,            UNNAMED,     22,"
"AL051929,            UNNAMED,     15,"
"AL011930,            UNNAMED,     50,"
"AL021930,            UNNAMED,     81,"
"AL031930,            UNNAMED,     12,"
"AL011931,            UNNAMED,     19,"
"AL021931,            UNNAMED,     26,"
"AL031931,            UNNAMED,     34,"
"AL041931,            UNNAMED,     21,"
"AL051931,            UNNAMED,     13,"
"AL061931,            UNNAMED,     28,"
"AL071931,            UNNAMED,     33,"
"AL081931,            UNNAMED,     25,"
"AL091931,            UNNAMED,     13,"
"AL101931,            UNNAMED,     18,"
"AL111931,            UNNAMED,     18,"
"AL121931,            UNNAMED,     22,"
"AL131931,            UNNAMED,     15,"
"AL011932,            UNNAMED,     23,"
"AL021932,            UNNAMED,     17,"
"AL031932,            UNNAMED,     39,"
"AL041932,            UNNAMED,     73,"
"AL051932,            UNNAMED,     16,"
"AL061932,            UNNAMED,     38,"
"AL071932,            UNNAMED,     44,"
"AL081932,            UNNAMED,     17,"
"AL091932,            UNNAMED,     31,"
"AL101932,            UNNAMED,     10,"
"AL111932,            UNNAMED,     47,"
"AL121932,            UNNAMED,     18,"
"AL131932,            UNNAMED,     13,"
"AL141932,            UNNAMED,     63,"
"AL151932,            UNNAMED,     31,"
"AL011933,            UNNAMED,     22,"
"AL021933,            UNNAMED,     53,"
"AL031933,            UNNAMED,     55,"
"AL041933,            UNNAMED,     11,"
"AL051933,            UNNAMED,     51,"
"AL061933,            UNNAMED,     62,"
"AL071933,            UNNAMED,     31,"
"AL081933,            UNNAMED,     60,"
"AL091933,            UNNAMED,     34,"
"AL101933,            UNNAMED,     14,"
"AL111933,            UNNAMED,     33,"
"AL121933,            UNNAMED,     60,"
"AL131933,            UNNAMED,     23,"
"AL141933,            UNNAMED,     38,"
"AL151933,            UNNAMED,     17,"
"AL161933,            UNNAMED,     16,"
"AL171933,            UNNAMED,     33,"
"AL181933,            UNNAMED,     55,"
"AL191933,            UNNAMED,     20,"
"AL201933,            UNNAMED,      8,"
"AL011934,            UNNAMED,     71,"
"AL021934,            UNNAMED,     21,"
"AL031934,            UNNAMED,     20,"
"AL041934,            UNNAMED,     11,"
"AL051934,            UNNAMED,     27,"
"AL061934,            UNNAMED,     15,"
"AL071934,            UNNAMED,     24,"
"AL081934,            UNNAMED,     29,"
"AL091934,            UNNAMED,     30,"
"AL101934,            UNNAMED,     12,"
"AL111934,            UNNAMED,     23,"
"AL121934,            UNNAMED,     17,"
"AL131934,            UNNAMED,     42,"
"AL011935,            UNNAMED,     17,"
"AL021935,            UNNAMED,     43,"
"AL031935,            UNNAMED,     52,"
"AL041935,            UNNAMED,     15,"
"AL051935,            UNNAMED,     39,"
"AL061935,            UNNAMED,     36,"
"AL071935,            UNNAMED,     39,"
"AL081935,            UNNAMED,     45,"
"AL011936,            UNNAMED,     23,"
"AL021936,            UNNAMED,     13,"
"AL031936,            UNNAMED,      8,"
"AL041936,            UNNAMED,     10,"
"AL051936,            UNNAMED,     24,"
"AL061936,            UNNAMED,     31,"
"AL071936,            UNNAMED,     21,"
"AL081936,            UNNAMED,     20,"
"AL091936,            UNNAMED,     14,"
"AL101936,            UNNAMED,     49,"
"AL111936,            UNNAMED,     13,"
"AL121936,            UNNAMED,      5,"
"AL131936,            UNNAMED,     71,"
"AL141936,            UNNAMED,     22,"
"AL151936,            UNNAMED,     28,"
"AL161936,            UNNAMED,      9,"
"AL171936,            UNNAMED,     55,"
"AL011937,            UNNAMED,     21,"
"AL021937,            UNNAMED,     28,"
"AL031937,            UNNAMED,     39,"
"AL041937,            UNNAMED,     24,"
"AL051937,            UNNAMED,      9,"
"AL061937,            UNNAMED,     31,"
"AL071937,            UNNAMED,     23,"
"AL081937,            UNNAMED,     34,"
"AL091937,            UNNAMED,     28,"
"AL101937,            UNNAMED,     11,"
"AL111937,            UNNAMED,     11,"
"AL011938,            UNNAMED,     22,"
"AL021938,            UNNAMED,      7,"
"AL031938,            UNNAMED,     24,"
"AL041938,            UNNAMED,     24,"
"AL051938,            UNNAMED,     19,"
"AL061938,            UNNAMED,     57,"
"AL071938,            UNNAMED,     30,"
"AL081938,            UNNAMED,     19,"
"AL091938,            UNNAMED,     15,"
"AL011939,            UNNAMED,     28,"
"AL021939,            UNNAMED,     50,"
"AL031939,            UNNAMED,     24,"
"AL041939,            UNNAMED,     19,"
"AL051939,            UNNAMED,     30,"
"AL061939,            UNNAMED,     39,"
"AL011940,            UNNAMED,     32,"
"AL021940,            UNNAMED,     31,"
"AL031940,            UNNAMED,     38,"
"AL041940,            UNNAMED,     34,"
"AL051940,            UNNAMED,     49,"
"AL061940,            UNNAMED,     29,"
"AL071940,            UNNAMED,     27,"
"AL081940,            UNNAMED,     19,"
"AL091940,            UNNAMED,     21,"
"AL011941,            UNNAMED,     22,"
"AL021941,            UNNAMED,     40,"
"AL031941,            UNNAMED,     32,"
"AL041941,            UNNAMED,     29,"
"AL051941,            UNNAMED,     44,"
"AL061941,            UNNAMED,     30,"
"AL011942,            UNNAMED,     12,"
"AL021942,            UNNAMED,     26,"
"AL031942,            UNNAMED,     38,"
"AL041942,            UNNAMED,     39,"
"AL051942,            UNNAMED,     32,"
"AL061942,            UNNAMED,     27,"
"AL071942,            UNNAMED,     13,"
"AL081942,            UNNAMED,     22,"
"AL091942,            UNNAMED,     12,"
"AL101942,            UNNAMED,     22,"
"AL111942,            UNNAMED,     28,"
"AL011943,            UNNAMED,     18,"
"AL021943,            UNNAMED,     26,"
"AL031943,            UNNAMED,     34,"
"AL041943,            UNNAMED,     36,"
"AL051943,            UNNAMED,     18,"
"AL061943,            UNNAMED,     20,"
"AL071943,            UNNAMED,     16,"
"AL081943,            UNNAMED,     11,"
